,genes,Synonym,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile,training positive examples,name,Receptor_Channel,Kinase_Phosphatase,Ubiquitin_E3,Vesicle_Transporters,GTP_ATP Regulators,Nucleic Acid Binding,Translation,Membrane_Cell Adhesion,Other Regulators,Scaffolds_Adaptors,Cytoskeletal,Calcium Ion Binding,Other Enzymes,Other protein binders,unknown functions,Function Total,MF Terms,HGNC Accession
10040,TRPV4,"['OTRPC4', 'TRP12', 'VRL-2', 'VR-OAC', 'CMT2C', 'VROAC']",3.9171057438839356,0,0,0,0,0,0,0,0,0,0,no,no,32.07360506529481,no,transient receptor potential cation channel subfamily V member 4 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['SH2 domain binding', 'lipid binding', 'protein kinase C binding', 'beta-tubulin binding', 'actin filament binding', 'microtubule binding', 'metal ion binding', 'calmodulin binding', 'identical protein binding', 'stretch-activated, cation-selective, calcium channel activity', 'alpha-tubulin binding', 'ATP binding']",HGNC:18083
10041,TRPV5,"['CaT2', 'ECAC1']",3.89611789035636,0,0,0,0,0,0,0,0,0,0,no,no,29.006727344677486,no,transient receptor potential cation channel subfamily V member 5 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'calcium channel activity', 'calmodulin binding']",HGNC:3145
10042,TRPV6,"['CaT1', 'ECAC2']",3.931230009860561,0,0,0,0,0,0,0,0,0,0,no,no,33.88405223585279,no,transient receptor potential cation channel subfamily V member 6 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'calcium channel activity', 'calmodulin binding']",HGNC:14006
10043,TRRAP,"['TR-AP', 'PAF400', 'Tra1']",4.066909539272414,0,0,0,0,0,0,0,0,0,0,no,no,53.38345864661653,no,transformation/transcription domain associated protein ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'transcription coregulator activity']",HGNC:12347
10044,TRUB1,['PUS4'],4.089425633973784,0,0,0,0,0,0,0,0,0,0,no,no,56.717451523545705,no,TruB pseudouridine synthase family member 1 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['pseudouridine synthase activity', 'RNA binding']",HGNC:16060
10045,TRUB2,['CLONE24922'],4.128046922747758,0,0,0,0,0,0,0,0,0,0,no,no,62.010288880094976,no,TruB pseudouridine synthase family member 2 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['pseudouridine synthase activity', 'RNA binding']",HGNC:17170
10046,TSC1,"['TSC', 'hamartin', 'LAM', 'KIAA0243']",4.46207209170236,1,1,0,1,0,1,1,2,3,5,yes,known,88.26671943015434,yes,TSC complex subunit 1 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['ATPase inhibitor activity', 'Hsp90 protein binding', 'protein N-terminus binding', 'Hsp70 protein binding', 'chaperone binding']",HGNC:12362
10047,TSC2,"['PPP1R160', 'tuberin', 'TSC4', 'LAM']",Training Gene,1,1,0,1,0,1,1,2,3,5,yes,known,Training Gene,yes,TSC complex subunit 2 ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['Hsp90 protein binding', 'GTPase activator activity', 'small GTPase binding', 'protein homodimerization activity', 'phosphatase binding']",HGNC:12363
10048,TSC22D1,"['TGFB1I4', 'TSC22', 'MGC17597']",4.653751540562605,0,0,0,0,0,0,0,0,0,0,yes,new,95.19192718638702,no,TSC22 domain family member 1 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['DNA-binding transcription factor activity', 'protein binding']",HGNC:16826
10049,TSC22D3,"['DSIPI', 'TSC-22R', 'hDIP', 'GILZ', 'DIP']",4.099075585428744,0,0,0,0,0,0,0,0,0,0,no,no,58.04313415116739,no,TSC22 domain family member 3 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['DNA-binding transcription factor activity', 'protein binding']",HGNC:3051
10050,TSC22D4,"['TILZ2', 'THG-1']",4.392058850012795,0,1,0,0,0,0,0,1,0,1,no,known,84.52710724178868,no,TSC22 domain family member 4 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['DNA-binding transcription factor activity', 'protein binding']",HGNC:21696
10051,TSEN15,['C1orf19'],3.940754103976608,0,0,0,0,0,0,0,0,0,0,no,no,35.377918480411566,no,tRNA splicing endonuclease subunit 15 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['nuclease activity', 'nucleic acid binding', 'protein binding']",HGNC:16791
10052,TSEN2,"['MGC2776', 'SEN2', 'SEN2L']",3.862598845672841,0,0,0,0,0,0,0,0,0,0,no,no,24.070043529877324,no,tRNA splicing endonuclease subunit 2 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'lyase activity', 'nucleic acid binding', 'tRNA-intron endonuclease activity']",HGNC:28422
10053,TSEN34,"['SEN34', 'SEN34L', 'LENG5']",4.085792867153412,0,0,0,0,0,0,0,0,0,0,no,no,56.15354174910962,no,tRNA splicing endonuclease subunit 34 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['lyase activity', 'nucleic acid binding', 'tRNA-intron endonuclease activity']",HGNC:15506
10054,TSEN54,"['SEN54L', 'SEN54']",3.9373181682626734,0,0,0,0,0,0,0,0,0,0,no,no,34.962406015037594,no,tRNA splicing endonuclease subunit 54 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein binding'],HGNC:27561
10055,TSFM,"['EF-Tsmt', 'EF-TS']",4.052445591593261,0,0,0,0,0,0,1,0,1,1,no,no,51.31578947368421,no,"Ts translation elongation factor, mitochondrial ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['translation elongation factor activity', 'protein binding']",HGNC:12367
10056,TSG101,"['TSG10', 'VPS23']",4.659019619707111,0,1,0,1,0,1,1,1,3,4,yes,known,95.34032449544917,no,tumor susceptibility 101 ,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"['protein-containing complex binding', 'calcium-dependent protein binding', 'ubiquitin protein ligase binding', 'transcription corepressor activity', 'ubiquitin binding', 'virion binding', 'nuclear receptor coactivator activity', 'protein homodimerization activity', 'DNA binding']",HGNC:15971
10057,TSHR,['LGR3'],4.062508726661855,0,0,0,0,0,0,0,0,0,0,no,no,52.69093787099328,no,thyroid stimulating hormone receptor ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['G protein-coupled peptide receptor activity', 'protein-containing complex binding', 'thyroid-stimulating hormone receptor activity', 'protein binding']",HGNC:12373
10058,TSHZ1,"['NY-CO-33', 'SDCCAG33', 'TSH1']",3.8828190318373967,0,0,0,0,0,0,0,0,0,0,no,no,26.90937870993273,no,teashirt zinc finger homeobox 1 ,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['DNA-binding transcription factor activity, RNA polymerase II-specific', 'metal ion binding', 'DNA binding']",HGNC:10669
10059,TSHZ3,"['KIAA1474', 'ZNF537', 'TSH3']",3.9244213578926863,0,0,0,0,0,0,0,0,0,0,no,no,32.92441630391769,no,teashirt zinc finger homeobox 3 ,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['metal ion binding', 'chromatin binding', 'protein binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'DNA binding']",HGNC:30700
10060,TSKS,"['PPP1R161', 'TSSKS']",3.683400937459006,0,0,0,0,0,0,0,0,0,0,no,no,7.5682627621685805,no,testis specific serine kinase substrate ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein kinase binding'],HGNC:30719
10061,TSN,"['REHF-1', 'BCLF-1', 'TRSLN']",3.867870453115728,0,0,0,1,0,0,0,0,1,1,no,no,24.85160269093787,no,translin ,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['sequence-specific DNA binding', 'single-stranded DNA binding', 'protein-containing complex binding', 'identical protein binding', 'endoribonuclease activity', 'mRNA binding']",HGNC:12379
10062,TSNARE1,['FLJ31164'],4.089332615385558,0,0,0,0,0,0,0,0,0,0,no,no,56.697665215670746,no,t-SNARE domain containing 1 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['SNARE binding', 'SNAP receptor activity']",HGNC:26437
10063,TSNAX,"['C3PO', 'TRAX']",4.435027683251431,0,0,0,0,0,0,0,0,0,0,no,no,86.90146418678275,no,translin associated factor X ,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"['sequence-specific DNA binding', 'single-stranded DNA binding', 'protein-containing complex binding', 'RNA binding', 'metal ion binding', 'A2A adenosine receptor binding', 'endoribonuclease activity']",HGNC:12380
10064,TSPAN1,"['TSPAN-1', 'NET-1']",3.716871980059668,0,0,0,0,0,0,0,0,0,0,no,no,9.734863474475663,no,tetraspanin 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:20657
10065,TSPAN13,"['NET-6', 'TM4SF13']",4.026802167846055,0,0,0,0,0,0,0,0,0,0,no,no,47.40799366838148,no,tetraspanin 13 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,['calcium channel regulator activity'],HGNC:21643
10066,TSPAN14,"['TM4SF14', 'MGC11352', 'DC-TM4F2']",4.084099257298417,0,0,0,0,0,0,0,0,0,0,no,no,55.95567867036011,no,tetraspanin 14 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,['enzyme binding'],HGNC:23303
10067,TSPAN15,"['TM4SF15', 'NET-7']",4.121879604514796,0,0,0,0,0,0,0,0,0,0,no,no,61.1594776414721,no,tetraspanin 15 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,['enzyme binding'],HGNC:23298
10068,TSPAN3,"['TM4-A', 'TM4SF8', 'TSPAN-3']",Training Gene,0,0,0,0,0,0,0,0,0,0,yes,no,Training Gene,no,,,,,,,,,,,,,,,,,,,
10069,TSPAN31,['SAS'],3.8807954517914363,0,0,0,0,0,0,0,0,0,0,no,no,26.632370399683424,no,tetraspanin 31 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:10539
10070,TSPAN33,"['MGC50844', 'Penumbra']",3.9272004851978575,0,0,0,0,0,0,0,0,0,0,no,no,33.3597150771666,no,tetraspanin 33 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,['enzyme binding'],HGNC:28743
10071,TSPAN7,"['CD231', 'MXS1', 'A15', 'TM4SF2', 'MRX58', 'TALLA-1', 'DXS1692E']",4.55573032687236,0,0,0,0,0,0,0,0,0,0,yes,new,91.96675900277008,no,tetraspanin 7 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:11854
10072,TSPOAP1,"['PRAX-1', 'BZRAP1', 'KIAA0612', 'RIMBP1', 'RIM-BP1']",Training Gene,1,0,0,0,0,0,0,1,0,1,yes,known,Training Gene,yes,TSPO associated protein 1 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['benzodiazepine receptor binding', 'voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels']",HGNC:16831
10073,TSPYL1,['TSPYL'],4.5095262026891145,0,0,0,0,0,0,0,0,0,0,yes,new,90.35417491096163,no,TSPY like 1 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['enzyme binding', 'histone binding', 'chromatin binding']",HGNC:12382
10074,TSPYL2,"['CTCL', 'DENTT', 'CDA1', 'SE20-4', 'CINAP', 'HRIHFB2216', 'TSPX']",4.336492648426473,0,0,0,0,0,0,0,0,0,0,no,no,80.97546497823507,no,TSPY like 2 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['histone binding', 'chromatin binding', 'rDNA binding']",HGNC:24358
10075,TSPYL4,"['KIAA0721', 'dJ486I3.2']",4.3966976668617495,0,0,0,0,0,0,0,0,0,0,no,no,84.97229916897507,no,TSPY like 4 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['histone binding', 'chromatin binding']",HGNC:21559
10076,TSPYL5,['KIAA1750'],3.7994911802295683,0,0,0,0,0,0,0,0,0,0,no,no,16.689750692520775,no,TSPY like 5 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['histone binding', 'chromatin binding']",HGNC:29367
10077,TSPYL6,[nan],3.8599964282800254,0,0,0,0,0,0,0,0,0,0,no,no,23.674317372378315,no,TSPY like 6 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['histone binding', 'chromatin binding']",HGNC:14521
10078,TSR1,['FLJ10534'],3.9432541563823267,0,0,0,0,0,0,0,0,0,0,no,no,35.763751483973095,no,TSR1 ribosome maturation factor ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['U3 snoRNA binding', 'protein binding', 'GTP binding', 'GTPase activity']",HGNC:25542
10079,TSR3,"['MGC24381', 'C16orf42']",4.346467824033168,0,0,0,0,0,0,0,0,0,0,no,no,81.63830629204591,no,TSR3 ribosome maturation factor ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['S-adenosyl-L-methionine binding', 'transferase activity']",HGNC:14175
10080,TSSK1B,"['TSSK1', 'STK22D', 'SPOGA4', 'FKSG81']",3.6595862090353246,0,0,0,0,0,0,0,0,0,0,no,no,6.381084289671548,no,testis specific serine kinase 1B ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein-containing complex binding', 'magnesium ion binding', 'protein binding', 'protein threonine kinase activity', 'protein serine kinase activity', 'ATP binding']",HGNC:14968
10081,TSSK4,"['C14orf20', 'STK22E']",3.6902301282035284,0,0,0,0,0,0,0,0,0,0,no,no,7.855164226355362,no,testis specific serine kinase 4 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein threonine kinase activity', 'protein-containing complex binding', 'magnesium ion binding', 'protein homodimerization activity', 'protein serine kinase activity', 'ATP binding']",HGNC:19825
10082,TST,['RDS'],3.8832622920915054,0,0,0,1,0,0,1,0,2,2,no,no,26.968737633557573,no,thiosulfate sulfurtransferase ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['thiosulfate sulfurtransferase activity', '5S rRNA binding']",HGNC:12388
10083,TSTA3,[],3.9348604462491603,0,0,0,0,0,0,1,0,1,1,no,no,34.58646616541353,no,not foun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,
10084,TTBK1,['KIAA1855'],4.3130410154697705,0,0,0,1,0,0,1,0,2,2,no,no,79.20459042342698,no,tau tubulin kinase 1 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"['protein tyrosine kinase activity', 'tau protein binding', 'tau-protein kinase activity', 'protein threonine kinase activity', 'protein serine kinase activity', 'ATP binding']",HGNC:19140
10085,TTBK2,"['KIAA0847', 'SCA11']",4.208342766525981,0,0,0,0,0,0,0,0,0,0,no,no,70.49861495844875,no,tau tubulin kinase 2 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"['tau-protein kinase activity', 'tau protein binding', 'kinesin binding', 'microtubule plus-end binding', 'protein threonine kinase activity', 'protein serine kinase activity', 'ATP binding']",HGNC:19141
10086,TTC1,['TPR1'],4.514293512131894,0,0,0,0,0,0,1,0,1,1,yes,new,90.53225168183614,no,tetratricopeptide repeat domain 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['unfolded protein binding'],HGNC:12391
10087,TTC12,"['FLJ20535', 'FLJ13859', 'TPARM']",3.759329493111185,0,0,0,0,0,0,0,0,0,0,no,no,13.326078353779184,no,tetratricopeptide repeat domain 12 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,HGNC:23700
10088,TTC17,['FLJ10890'],4.132504256670373,0,0,0,0,0,0,0,0,0,0,no,no,62.47526711515631,no,tetratricopeptide repeat domain 17 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:25596
10089,TTC21A,"['IFT139A', 'STI2']",3.717526494668992,0,0,0,0,0,0,0,0,0,0,no,no,9.78432924416304,no,tetratricopeptide repeat domain 21A ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,HGNC:30761
10090,TTC21B,"['IFT139B', 'FLJ11457', 'THM1', 'FLA17', 'FAP60', 'JBTS11', 'NPHP12']",3.8976053561059736,0,0,0,0,0,0,0,0,0,0,no,no,29.254056193114373,no,tetratricopeptide repeat domain 21B ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,HGNC:25660
10091,TTC26,"['DYF13', 'IFT56', 'dyf-13', 'FLJ12571']",3.79936967318093,0,0,0,0,0,0,0,0,0,0,no,no,16.66996438464583,no,tetratricopeptide repeat domain 26 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['intraciliary transport particle B binding'],HGNC:21882
10092,TTC28,['KIAA1043'],4.5197562040161054,0,0,0,0,0,0,1,0,1,1,yes,new,90.74000791452316,no,tetratricopeptide repeat domain 28 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['kinase binding'],HGNC:29179
10093,TTC3,"['RNF105', 'DCRR1', 'TPRDI', 'TPRDII', 'TPRDIII', 'TPRD']",4.047922776020348,0,0,0,1,0,0,0,0,1,1,no,no,50.59358923624852,no,tetratricopeptide repeat domain 3 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'ubiquitin-protein transferase activity', 'protein binding']",HGNC:12393
10094,TTC37,"['KIAA0372', 'THES', 'SKI3']",4.041969734586825,0,1,0,0,0,1,1,1,2,3,no,known,49.732884843688176,no,tetratricopeptide repeat domain 37 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:23639
10095,TTC5,['Strap'],3.911904983944912,0,0,0,0,0,0,1,0,1,1,no,no,31.361297981796604,no,tetratricopeptide repeat domain 5 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['DNA binding', 'chromatin binding', 'protein binding']",HGNC:19274
10096,TTC7A,"['TTC7', 'KIAA1140']",3.858738520221033,0,0,0,0,0,0,0,0,0,0,no,no,23.486347447566285,no,tetratricopeptide repeat domain 7A ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,HGNC:19750
10097,TTC7B,['TTC7L1'],4.3558708553472965,0,1,0,0,0,1,1,1,2,3,no,known,82.31104075979421,no,tetratricopeptide repeat domain 7B ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:19858
10098,TTC8,"['BBS8', 'RP51']",3.788342780239299,0,0,0,0,0,0,0,0,0,0,no,no,15.670755836960824,no,tetratricopeptide repeat domain 8 ,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,['RNA polymerase II repressing transcription factor binding'],HGNC:20087
10099,TTF1,[nan],3.743165783738668,0,0,0,0,0,0,0,0,0,0,no,no,11.87178472497032,no,transcription termination factor 1 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['DNA binding', 'chromatin binding']",HGNC:12397
10100,TTF2,"['HuF2', 'ZGRF6']",4.082791038213286,0,0,0,0,0,0,0,0,0,0,no,no,55.76770874554808,no,transcription termination factor 2 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['zinc ion binding', 'protein binding', 'helicase activity', 'DNA-dependent ATPase activity', 'DNA binding', 'ATP binding']",HGNC:12398
10101,TTI2,"['C8orf41', 'FLJ23263']",Training Gene,0,0,0,0,0,0,0,0,0,0,yes,no,Training Gene,no,TELO2 interacting protein 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,None,HGNC:26262
10102,TTK,"['MPS1', 'MPS1L1', 'CT96', 'MPH1']",4.2282203631630715,0,0,0,0,0,0,0,0,0,0,no,no,72.24970320538188,no,TTK protein kinase ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein tyrosine kinase activity', 'protein serine/threonine/tyrosine kinase activity', 'protein binding', 'kinetochore binding', 'protein serine/threonine kinase activity', 'ATP binding']",HGNC:12401
10103,TTLL1,"['TPGS3', 'C22orf7', 'PGs3']",3.9780203562713794,0,0,0,0,0,0,0,0,0,0,no,no,40.82904629996041,no,tubulin tyrosine ligase like 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['tubulin-glutamic acid ligase activity', 'tubulin binding', 'ATP binding']",HGNC:1312
10104,TTLL10,"['TTLL5', 'FLJ36119']",3.747562413202879,0,0,0,0,0,0,0,0,0,0,no,no,12.138899881282153,no,tubulin tyrosine ligase like 10 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['ATP binding', 'protein binding']",HGNC:26693
10105,TTLL11,"['bA244O19.1', 'C9orf148', 'TTLL11-IT1', 'C9orf20']",3.844319368909874,0,0,0,0,0,0,0,0,0,0,no,no,21.666007123070838,no,tubulin tyrosine ligase like 11 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['tubulin-glutamic acid ligase activity', 'tubulin binding', 'ATP binding']",HGNC:18113
10106,TTLL3,"['HOTTL', 'DKFZP434B103']",3.8397296628072133,0,0,0,0,0,0,0,0,0,0,no,no,21.062524732884842,no,tubulin tyrosine ligase like 3 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['protein-glycine ligase activity, initiating', 'ATP binding']",HGNC:24483
10107,TTLL4,['KIAA0173'],3.792176149570833,0,0,0,0,0,0,0,0,0,0,no,no,16.046695686584886,no,tubulin tyrosine ligase like 4 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['tubulin-glutamic acid ligase activity', 'tubulin binding', 'ATP binding']",HGNC:28976
10108,TTLL5,['KIAA0998'],3.7935351038040888,0,0,0,0,0,0,0,0,0,0,no,no,16.21487930352196,no,tubulin tyrosine ligase like 5 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['tubulin-glutamic acid ligase activity', 'tubulin binding', 'ATP binding']",HGNC:19963
10109,TTLL6,['FLJ35808'],3.8033752289073375,0,0,0,0,0,0,0,0,0,0,no,no,17.09537000395726,no,tubulin tyrosine ligase like 6 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['tubulin-glutamic acid ligase activity', 'tubulin binding', 'ATP binding']",HGNC:26664
10110,TTLL7,['FLJ23033'],4.146104904670084,0,0,0,0,0,0,0,0,0,0,no,no,63.9988128215275,no,tubulin tyrosine ligase like 7 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['tubulin-glutamic acid ligase activity', 'alpha-tubulin binding', 'beta-tubulin binding', 'ATP binding']",HGNC:26242
10111,TTLL9,"['C20orf125', 'dJ310O13.1']",3.728000833148679,0,0,0,0,0,1,0,0,1,1,no,no,10.565888405223586,no,tubulin tyrosine ligase like 9 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['tubulin-glutamic acid ligase activity', 'tubulin binding', 'ATP binding']",HGNC:16118
