NGN2-Converted hiPSC Neurons Synapse Proteomics Screen,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Symbol,Accession,Description,ΣCoverage,Σ# Proteins,Σ# Unique Peptides,Σ# Peptides,Σ# PSMs,Score A2,Coverage A2,# Peptides A2,# PSM A2,Score A4,Coverage A4,# Peptides A4,# PSM A4,# AAs,MW [kDa],calc. pI,,,,,,,,
CD63,F8VNT9,CD63 antigen (Fragment) OS=Homo sapiens GN=CD63 PE=2 SV=1 - [F8VNT9_HUMAN],7.52,8,1,1,2,46.43,7.52,1,1,2.36,7.52,1,1,133,14.3,7.59,,,,,,,,
ITM2B,Q5W0A2,"BRI2, membrane form OS=Homo sapiens GN=ITM2B PE=2 SV=1 - [Q5W0A2_HUMAN]",7.5,2,1,1,2,42.62,7.5,1,2,,,,,160,18.3,7.33,,,,,,,,
STAMBPL1,B3KR00,AMSH-like protease OS=Homo sapiens GN=STAMBPL1 PE=2 SV=1 - [B3KR00_HUMAN],7.41,3,1,1,2,60.08,7.41,1,1,2.63,7.41,1,1,270,30.2,6.74,,,,,,,,
RBM25,E9PQU5,RNA-binding protein 25 (Fragment) OS=Homo sapiens GN=RBM25 PE=2 SV=1 - [E9PQU5_HUMAN],7.41,4,1,1,2,40.79,7.41,1,1,3.11,7.41,1,1,243,26.7,9.04,,,,,,,,
CCDC92,F5H2Z7,Coiled-coil domain-containing protein 92 (Fragment) OS=Homo sapiens GN=CCDC92 PE=2 SV=1 - [F5H2Z7_HUMAN],7.29,5,1,1,2,,,,,3.72,7.29,1,2,96,11,6.52,,,,,,,,
LASP1,C9J9W2,LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens GN=LASP1 PE=2 SV=1 - [C9J9W2_HUMAN],7.23,3,1,1,2,0,7.23,1,1,0,7.23,1,1,166,19,9.01,,,,,,,,
FTO,B4DHN4,Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens GN=FTO PE=2 SV=1 - [B4DHN4_HUMAN],7.18,2,1,1,2,21.49,7.18,1,1,2.46,7.18,1,1,209,24.2,5.64,,,,,,,,
MPST,B1AH49,3-mercaptopyruvate sulfurtransferase OS=Homo sapiens GN=MPST PE=2 SV=1 - [B1AH49_HUMAN],7.14,3,1,1,2,28.45,7.14,1,1,2.67,7.14,1,1,224,25,7.65,,,,,,,,
SSH2,J3KSQ9,Protein phosphatase Slingshot homolog 2 OS=Homo sapiens GN=SSH2 PE=4 SV=1 - [J3KSQ9_HUMAN],7.14,8,1,1,2,59.28,7.14,1,1,1.95,7.14,1,1,112,12.4,9.6,,,,,,,,
RIMS3,Q9UJD0,Regulating synaptic membrane exocytosis protein 3 OS=Homo sapiens GN=RIMS3 PE=1 SV=1 - [RIMS3_HUMAN],7.14,1,1,1,2,28.08,7.14,1,1,0,7.14,1,1,308,32.8,9.29,,,,,,,,
GPM6B,H7C5H4,Neuronal membrane glycoprotein M6-b (Fragment) OS=Homo sapiens GN=GPM6B PE=4 SV=1 - [H7C5H4_HUMAN],7.07,3,1,1,2,22.04,7.07,1,1,1.81,7.07,1,1,184,20.7,6.51,,,,,,,,
GDPGP1,H0YN11,GDP-D-glucose phosphorylase 1 (Fragment) OS=Homo sapiens GN=GDPGP1 PE=2 SV=1 - [H0YN11_HUMAN],7.01,2,1,1,2,24.93,7.01,1,1,2.09,7.01,1,1,214,23.9,7.52,,,,,,,,
SPRY2,O43597,Protein sprouty homolog 2 OS=Homo sapiens GN=SPRY2 PE=1 SV=1 - [SPY2_HUMAN],6.98,1,1,1,2,22.99,6.98,1,1,0,6.98,1,1,315,34.7,8.35,,,,,,,,
TMEM57,Q8N5G2-2,Isoform 2 of Macoilin OS=Homo sapiens GN=TMEM57 - [MACOI_HUMAN],6.86,3,1,1,2,21.32,6.86,1,1,2.2,6.86,1,1,306,35,9.47,,,,,,,,
NUP85,J3QLV0,Nuclear pore complex protein Nup85 (Fragment) OS=Homo sapiens GN=NUP85 PE=4 SV=1 - [J3QLV0_HUMAN],6.81,6,1,1,2,48.83,6.81,1,1,2.67,6.81,1,1,191,21.7,4.83,,,,,,,,
C5orf51,A6NDU8,UPF0600 protein C5orf51 OS=Homo sapiens GN=C5orf51 PE=1 SV=1 - [CE051_HUMAN],6.8,1,1,1,2,26.77,6.8,1,1,2.62,6.8,1,1,294,33.6,5.26,,,,,,,,
C16orf70,H3BS58,UPF0183 protein C16orf70 (Fragment) OS=Homo sapiens GN=C16orf70 PE=2 SV=1 - [H3BS58_HUMAN],6.76,3,1,1,2,34.11,6.76,1,1,3.33,6.76,1,1,222,24.5,6.28,,,,,,,,
LSM12.00,Q3MHD2,Protein LSM12 homolog OS=Homo sapiens GN=LSM12 PE=1 SV=2 - [LSM12_HUMAN],6.67,3,1,1,2,32.85,6.67,1,1,3.23,6.67,1,1,195,21.7,7.74,,,,,,,,
POLR2E,P19388,"DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens GN=POLR2E PE=1 SV=4 - [RPAB1_HUMAN]",6.67,1,1,1,2,22.46,6.67,1,1,2.27,6.67,1,1,210,24.5,5.95,,,,,,,,
HTRA2,O43464-2,"Isoform 2 of Serine protease HTRA2, mitochondrial OS=Homo sapiens GN=HTRA2 - [HTRA2_HUMAN]",6.65,4,1,1,2,36.7,6.65,1,1,2.47,6.65,1,1,361,38.5,10.71,,,,,,,,
IPO13,Q5T4X2,Importin-13 OS=Homo sapiens GN=IPO13 PE=2 SV=1 - [Q5T4X2_HUMAN],6.63,2,1,1,2,24.54,6.63,1,1,1.98,6.63,1,1,181,20.4,8.18,,,,,,,,
TNFRSF10B,B7Z588,Tumor necrosis factor receptor superfamily member 10B OS=Homo sapiens GN=TNFRSF10B PE=2 SV=1 - [B7Z588_HUMAN],6.54,3,1,1,2,38.03,6.54,1,1,2.38,6.54,1,1,260,28.7,5.22,,,,,,,,
UBE2E3,R4GN77,Ubiquitin-conjugating enzyme E2 E3 (Fragment) OS=Homo sapiens GN=UBE2E3 PE=4 SV=1 - [R4GN77_HUMAN],6.5,10,1,1,2,27.31,6.5,1,1,1.82,6.5,1,1,123,13.4,5.01,,,,,,,,
CNOT11,Q9UKZ1,CCR4-NOT transcription complex subunit 11 OS=Homo sapiens GN=CNOT11 PE=1 SV=1 - [CNO11_HUMAN],6.47,1,2,2,2,,,,,4.37,6.47,2,2,510,55.2,6.4,,,,,,,,
AK4,D3DQ64,"GTP:AMP phosphotransferase AK4, mitochondrial OS=Homo sapiens GN=AK4 PE=3 SV=1 - [D3DQ64_HUMAN]",6.43,2,1,1,2,25.5,6.43,1,1,2.42,6.43,1,1,171,19.8,7.12,,,,,,,,
CCDC25,Q0P663,CCDC25 protein OS=Homo sapiens GN=CCDC25 PE=2 SV=1 - [Q0P663_HUMAN],6.43,2,1,1,2,0,6.43,1,1,2.59,6.43,1,1,140,16.5,8.22,,,,,,,,
TPPP,O94811,Tubulin polymerization-promoting protein OS=Homo sapiens GN=TPPP PE=1 SV=1 - [TPPP_HUMAN],6.39,1,1,1,2,32.24,6.39,1,1,0,6.39,1,1,219,23.7,9.44,,,,,,,,
NAA10,P41227-2,Isoform 2 of N-alpha-acetyltransferase 10 OS=Homo sapiens GN=NAA10 - [NAA10_HUMAN],6.36,2,1,1,2,25.81,6.36,1,1,3.32,6.36,1,1,220,24.8,5.52,,,,,,,,
RNF149,F8WCD0,E3 ubiquitin-protein ligase RNF149 OS=Homo sapiens GN=RNF149 PE=2 SV=1 - [F8WCD0_HUMAN],6.28,2,1,1,2,44.6,6.28,1,1,4.51,6.28,1,1,398,43,6.52,,,,,,,,
CRYZ,Q08257-2,Isoform 2 of Quinone oxidoreductase OS=Homo sapiens GN=CRYZ - [QOR_HUMAN],6.25,5,1,1,2,57.78,6.25,1,1,2.36,6.25,1,1,192,20.4,7.18,,,,,,,,
CCDC47,Q96A33-2,Isoform 2 of Coiled-coil domain-containing protein 47 OS=Homo sapiens GN=CCDC47 - [CCD47_HUMAN],6.25,2,2,2,2,,,,,5.36,6.25,2,2,480,55.3,4.74,,,,,,,,
SRSF2,J3QL05,Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens GN=SRSF2 PE=4 SV=1 - [J3QL05_HUMAN],6.15,6,1,1,2,48.02,6.15,1,1,2.03,6.15,1,1,130,15.1,10.96,,,,,,,,
MLST8,Q9BVC4-3,Isoform 2 of Target of rapamycin complex subunit LST8 OS=Homo sapiens GN=MLST8 - [LST8_HUMAN],6.15,41,1,2,2,0,1.92,1,1,2.34,4.23,1,1,260,28.7,5.4,,,,,,,,
TTC1,H0YB37,Tetratricopeptide repeat protein 1 (Fragment) OS=Homo sapiens GN=TTC1 PE=2 SV=1 - [H0YB37_HUMAN],6.13,2,1,1,2,,,,,4.83,6.13,1,2,163,18.9,6.9,,,,,,,,
PTPN11,Q06124-3,Isoform 3 of Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens GN=PTPN11 - [PTN11_HUMAN],6.09,3,1,1,2,46.3,6.09,1,1,2.75,6.09,1,1,460,52.8,7.44,,,,,,,,
IGFBP3,C9JMX4,Insulin-like growth factor-binding protein 3 (Fragment) OS=Homo sapiens GN=IGFBP3 PE=2 SV=1 - [C9JMX4_HUMAN],6.06,6,1,1,2,28.95,6.06,1,1,1.91,6.06,1,1,132,14.9,8.65,,,,,,,,
CCDC70,Q6NSX1,Coiled-coil domain-containing protein 70 OS=Homo sapiens GN=CCDC70 PE=2 SV=1 - [CCD70_HUMAN],6.01,1,1,1,2,,,,,0,6.01,1,2,233,28.7,5.83,,,,,,,,
KIRREL2,Q6UWL6-3,Isoform 3 of Kin of IRRE-like protein 2 OS=Homo sapiens GN=KIRREL2 - [KIRR2_HUMAN],6,5,2,2,2,,,,,2.19,6,2,2,583,61.7,6.74,,,,,,,,
TMEM161B,D6RAK4,Transmembrane protein 161B OS=Homo sapiens GN=TMEM161B PE=2 SV=1 - [D6RAK4_HUMAN],5.99,5,1,1,2,,,,,2.49,5.99,1,2,217,24.8,8.43,,,,,,,,
ARID3B,Q8IVW6-3,Isoform 3 of AT-rich interactive domain-containing protein 3B OS=Homo sapiens GN=ARID3B - [ARI3B_HUMAN],5.98,3,1,1,2,,,,,0,5.98,1,2,435,47.6,8.72,,,,,,,,
TMEM53,Q5TDE3,Transmembrane protein 53 (Fragment) OS=Homo sapiens GN=TMEM53 PE=2 SV=1 - [Q5TDE3_HUMAN],5.93,4,1,1,2,,,,,3.47,5.93,1,2,135,15.2,7.87,,,,,,,,
ACIN1,G3V3B0,Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=2 SV=1 - [G3V3B0_HUMAN],5.84,7,2,2,2,33.76,2.75,1,1,0,3.09,1,1,582,67.5,7.59,,,,,,,,
NRBP2,D3DWK9,"Nuclear receptor binding protein 2, isoform CRA_b OS=Homo sapiens GN=NRBP2 PE=4 SV=1 - [D3DWK9_HUMAN]",5.81,4,1,1,2,46.92,5.81,1,1,2.69,5.81,1,1,258,29.8,6.6,,,,,,,,
PCSK1N,Q9UHG2,ProSAAS OS=Homo sapiens GN=PCSK1N PE=1 SV=1 - [PCSK1_HUMAN],5.77,1,1,1,2,63.8,5.77,1,1,3.39,5.77,1,1,260,27.4,6.62,,,,,,,,
UBQLN1,Q9UMX0-2,Isoform 2 of Ubiquilin-1 OS=Homo sapiens GN=UBQLN1 - [UBQL1_HUMAN],5.7,3,1,2,2,,,,,2.53,5.7,2,2,561,59.2,5.1,,,,,,,,
MAGT1,Q9H0U3,Magnesium transporter protein 1 OS=Homo sapiens GN=MAGT1 PE=1 SV=1 - [MAGT1_HUMAN],5.67,1,2,2,2,,,,,2.05,5.67,2,2,335,38,9.63,,,,,,,,
ILKAP,E9PC05,Integrin-linked kinase-associated serine/threonine phosphatase 2C (Fragment) OS=Homo sapiens GN=ILKAP PE=2 SV=1 - [E9PC05_HUMAN],5.66,2,1,1,2,32.06,5.66,1,1,2.63,5.66,1,1,212,23.1,6.25,,,,,,,,
PYCR2,Q96C36,Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens GN=PYCR2 PE=1 SV=1 - [P5CR2_HUMAN],5.63,1,1,1,2,,,,,6.03,5.63,1,2,320,33.6,7.77,,,,,,,,
TM9SF4,Q92544,Transmembrane 9 superfamily member 4 OS=Homo sapiens GN=TM9SF4 PE=1 SV=2 - [TM9S4_HUMAN],5.61,3,2,2,2,,,,,5.13,5.61,2,2,642,74.5,6.54,,,,,,,,
TRAPPC1,Q9Y5R8,Trafficking protein particle complex subunit 1 OS=Homo sapiens GN=TRAPPC1 PE=1 SV=1 - [TPPC1_HUMAN],5.52,1,1,1,2,,,,,3.35,5.52,1,2,145,16.8,9.16,,,,,,,,
B3GAT3,E9PNA1,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (Fragment) OS=Homo sapiens GN=B3GAT3 PE=2 SV=1 - [E9PNA1_HUMAN],5.38,4,1,1,2,25.3,5.38,1,1,0,5.38,1,1,223,24.5,9.26,,,,,,,,
IGSF8,Q969P0-2,Isoform 2 of Immunoglobulin superfamily member 8 OS=Homo sapiens GN=IGSF8 - [IGSF8_HUMAN],5.38,3,1,1,2,43.27,5.38,1,1,2.54,5.38,1,1,372,40.2,9.1,,,,,,,,
FAM102B,Q5T8I3-2,Isoform 2 of Protein FAM102B OS=Homo sapiens GN=FAM102B - [F102B_HUMAN],5.35,2,1,1,2,23.99,5.35,1,1,1.65,5.35,1,1,355,38.6,6.34,,,,,,,,
RFC2,P35250-2,Isoform 2 of Replication factor C subunit 2 OS=Homo sapiens GN=RFC2 - [RFC2_HUMAN],5.31,2,1,1,2,43.45,5.31,1,1,3.29,5.31,1,1,320,35.2,5.54,,,,,,,,
YIF1B,K7EPQ7,Protein YIF1B OS=Homo sapiens GN=YIF1B PE=4 SV=1 - [K7EPQ7_HUMAN],5.24,5,1,1,2,49.75,5.24,1,1,2.46,5.24,1,1,248,26.9,5.87,,,,,,,,
SH2D3C,H0Y5X5,SH2 domain-containing protein 3C (Fragment) OS=Homo sapiens GN=SH2D3C PE=4 SV=1 - [H0Y5X5_HUMAN],5.23,8,1,1,2,0,5.23,1,1,2.93,5.23,1,1,325,35.3,8.82,,,,,,,,
STARD7,Q9NQZ5,"StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens GN=STARD7 PE=1 SV=2 - [STAR7_HUMAN]",5.14,2,1,2,2,,,,,4.46,5.14,2,2,370,43.1,8.95,,,,,,,,
TRAPPC13,A5PLN9-2,Isoform 2 of Trafficking protein particle complex subunit 13 OS=Homo sapiens GN=TRAPPC13 - [TPC13_HUMAN],5.11,5,1,1,2,20.07,5.11,1,1,3.59,5.11,1,1,411,45.9,5.72,,,,,,,,
,I3L097,Uncharacterized protein OS=Homo sapiens PE=4 SV=1 - [I3L097_HUMAN],5.07,2,1,1,2,26.71,5.07,1,1,2.08,5.07,1,1,355,37.9,5.26,,,,,,,,
HAPLN1,D6RBS1,Hyaluronan and proteoglycan link protein 1 (Fragment) OS=Homo sapiens GN=HAPLN1 PE=2 SV=1 - [D6RBS1_HUMAN],5.04,2,1,1,2,58.24,5.04,1,1,2.41,5.04,1,1,258,29.2,5.97,,,,,,,,
GCAT,O75600,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial OS=Homo sapiens GN=GCAT PE=1 SV=1 - [KBL_HUMAN]",5.01,2,1,1,2,29.79,5.01,1,1,2.96,5.01,1,1,419,45.3,8.05,,,,,,,,
LSM11.00,P83369,U7 snRNA-associated Sm-like protein LSm11 OS=Homo sapiens GN=LSM11 PE=1 SV=2 - [LSM11_HUMAN],5,1,1,1,2,89.84,5,1,1,3.32,5,1,1,360,39.5,10.99,,,,,,,,
MESDC1,Q9H1K6,Mesoderm development candidate 1 OS=Homo sapiens GN=MESDC1 PE=2 SV=1 - [MESD1_HUMAN],4.97,1,1,1,2,64.51,4.97,1,1,3.88,4.97,1,1,362,37.7,8.15,,,,,,,,
POLK,D6RDX9,DNA polymerase kappa OS=Homo sapiens GN=POLK PE=2 SV=1 - [D6RDX9_HUMAN],4.96,8,1,1,2,0,4.96,1,1,0,4.96,1,1,141,16.2,7.18,,,,,,,,
FAM162A,E9PH05,Protein FAM162A OS=Homo sapiens GN=FAM162A PE=2 SV=1 - [E9PH05_HUMAN],4.96,3,1,1,2,34.04,4.96,1,1,0,4.96,1,1,141,15.9,9.95,,,,,,,,
PPFIBP1,H0YFE4,Liprin-beta-1 (Fragment) OS=Homo sapiens GN=PPFIBP1 PE=4 SV=1 - [H0YFE4_HUMAN],4.96,10,1,1,2,24.64,4.96,1,1,2.56,4.96,1,1,242,27.3,5.85,,,,,,,,
TMEM109,Q9BVC6,Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1 - [TM109_HUMAN],4.94,1,1,1,2,41.08,4.94,1,1,2.8,4.94,1,1,243,26.2,10.48,,,,,,,,
DACH1,Q9UI36-4,Isoform 4 of Dachshund homolog 1 OS=Homo sapiens GN=DACH1 - [DACH1_HUMAN],4.94,8,2,2,2,,,,,4.27,4.94,2,2,506,52,8.79,,,,,,,,
ACVR1,Q04771,Activin receptor type-1 OS=Homo sapiens GN=ACVR1 PE=1 SV=1 - [ACVR1_HUMAN],4.91,1,2,2,2,,,,,5.08,4.91,2,2,509,57.1,7.33,,,,,,,,
,A8MT79,Putative zinc-alpha-2-glycoprotein-like 1 OS=Homo sapiens PE=5 SV=2 - [ZAGL1_HUMAN],4.9,2,1,1,2,26.23,4.9,1,1,2.66,4.9,1,1,204,23,6.3,,,,,,,,
PRRT1,Q99946,Proline-rich transmembrane protein 1 OS=Homo sapiens GN=PRRT1 PE=2 SV=2 - [PRRT1_HUMAN],4.9,1,1,1,2,54.91,4.9,1,1,3.16,4.9,1,1,306,31.4,7.65,,,,,,,,
CSTF1,Q05048,Cleavage stimulation factor subunit 1 OS=Homo sapiens GN=CSTF1 PE=1 SV=1 - [CSTF1_HUMAN],4.87,1,1,1,2,39.41,4.87,1,1,4.17,4.87,1,1,431,48.3,6.58,,,,,,,,
SLC43A2,B7Z6X9,Large neutral amino acids transporter small subunit 4 OS=Homo sapiens GN=SLC43A2 PE=2 SV=1 - [B7Z6X9_HUMAN],4.86,4,1,1,2,20.84,4.86,1,1,2.52,4.86,1,1,432,47.9,7.99,,,,,,,,
ENDOD1,O94919,Endonuclease domain-containing 1 protein OS=Homo sapiens GN=ENDOD1 PE=1 SV=2 - [ENDD1_HUMAN],4.8,1,1,1,2,78.72,4.8,1,1,4.78,4.8,1,1,500,55,5.71,,,,,,,,
UFC1,Q9Y3C8,Ubiquitin-fold modifier-conjugating enzyme 1 OS=Homo sapiens GN=UFC1 PE=1 SV=3 - [UFC1_HUMAN],4.79,1,1,1,2,,,,,4.38,4.79,1,2,167,19.4,7.4,,,,,,,,
SLIT1,Q5T0V3,Slit homolog 1 protein (Fragment) OS=Homo sapiens GN=SLIT1 PE=2 SV=1 - [Q5T0V3_HUMAN],4.74,6,1,1,2,33.97,4.74,1,1,3.25,4.74,1,1,380,41.6,8.43,,,,,,,,
GET4,Q7L5D6-2,Isoform 2 of Golgi to ER traffic protein 4 homolog OS=Homo sapiens GN=GET4 - [GET4_HUMAN],4.74,2,1,1,2,33.3,4.74,1,1,2.89,4.74,1,1,274,30.5,4.98,,,,,,,,
MICU1,Q9BPX6-2,"Isoform 2 of Calcium uptake protein 1, mitochondrial OS=Homo sapiens GN=MICU1 - [MICU1_HUMAN]",4.71,5,1,1,2,35.83,4.71,1,1,2.15,4.71,1,1,403,45.9,9,,,,,,,,
MSI1,O43347,RNA-binding protein Musashi homolog 1 OS=Homo sapiens GN=MSI1 PE=1 SV=1 - [MSI1H_HUMAN],4.7,1,1,1,2,40.6,4.7,1,1,2.77,4.7,1,1,362,39.1,7.85,,,,,,,,
YIPF5,Q969M3,Protein YIPF5 OS=Homo sapiens GN=YIPF5 PE=1 SV=1 - [YIPF5_HUMAN],4.67,2,1,1,2,33.55,4.67,1,1,3.12,4.67,1,1,257,28,4.36,,,,,,,,
SMAD4,K7EIU8,Mothers against decapentaplegic homolog 4 OS=Homo sapiens GN=SMAD4 PE=4 SV=1 - [K7EIU8_HUMAN],4.61,2,1,1,2,37.07,4.61,1,1,2.62,4.61,1,1,456,50,6.79,,,,,,,,
ASAH1,E7ERV9,Acid ceramidase OS=Homo sapiens GN=ASAH1 PE=2 SV=1 - [E7ERV9_HUMAN],4.59,5,1,1,2,32.69,4.59,1,1,3.4,4.59,1,1,305,34.6,7.77,,,,,,,,
BCL2L13,Q9BXK5-2,Isoform 1 of Bcl-2-like protein 13 OS=Homo sapiens GN=BCL2L13 - [B2L13_HUMAN],4.48,3,1,1,2,34.93,4.48,1,1,0,4.48,1,1,201,22.6,4.93,,,,,,,,
TRIM27,B0V297,Zinc finger protein RFP (Fragment) OS=Homo sapiens GN=TRIM27 PE=2 SV=1 - [B0V297_HUMAN],4.42,3,1,1,2,20.84,4.42,1,1,1.85,4.42,1,1,249,28.7,6.67,,,,,,,,
CHMP1A,F8VUA2,Charged multivesicular body protein 1a OS=Homo sapiens GN=CHMP1A PE=2 SV=1 - [F8VUA2_HUMAN],4.42,3,1,1,2,44.12,4.42,1,1,1.88,4.42,1,1,181,19.5,9.25,,,,,,,,
WDR26,H0Y9R3,WD repeat-containing protein 26 (Fragment) OS=Homo sapiens GN=WDR26 PE=4 SV=1 - [H0Y9R3_HUMAN],4.41,3,1,1,2,,,,,5.96,4.41,1,2,295,33.2,5.36,,,,,,,,
UBLCP1,Q8WVY7,Ubiquitin-like domain-containing CTD phosphatase 1 OS=Homo sapiens GN=UBLCP1 PE=1 SV=2 - [UBCP1_HUMAN],4.4,1,1,1,2,20.51,4.4,1,1,2.47,4.4,1,1,318,36.8,6.46,,,,,,,,
STAM2,O75886,Signal transducing adapter molecule 2 OS=Homo sapiens GN=STAM2 PE=1 SV=1 - [STAM2_HUMAN],4.38,1,1,2,2,,,,,4.33,4.38,2,2,525,58.1,5.07,,,,,,,,
USP17L18,D6R9N7,Ubiquitin carboxyl-terminal hydrolase 17-like protein 18 OS=Homo sapiens GN=USP17L18 PE=3 SV=1 - [U17LI_HUMAN],4.34,3,1,2,2,0,4.34,2,2,,,,,530,59.6,8.07,,,,,,,,
WASH4P,H3BV49,Putative WAS protein family homolog 4 (Fragment) OS=Homo sapiens GN=WASH4P PE=4 SV=1 - [H3BV49_HUMAN],4.33,7,1,1,2,30.65,4.33,1,1,2.37,4.33,1,1,300,32.9,5.67,,,,,,,,
CECR5,Q9BXW7-2,Isoform 1 of Cat eye syndrome critical region protein 5 OS=Homo sapiens GN=CECR5 - [CECR5_HUMAN],4.33,2,1,1,2,40.15,4.33,1,1,2.66,4.33,1,1,393,43.6,6.9,,,,,,,,
LRRC37A3,J3KT91,Leucine-rich repeat-containing protein 37A3 (Fragment) OS=Homo sapiens GN=LRRC37A3 PE=4 SV=1 - [J3KT91_HUMAN],4.33,6,1,1,2,,,,,0,4.33,1,2,231,26.2,6.07,,,,,,,,
TMEM74,Q96NL1,Transmembrane protein 74 OS=Homo sapiens GN=TMEM74 PE=2 SV=1 - [TMM74_HUMAN],4.26,1,1,1,2,46.38,4.26,1,1,1.97,4.26,1,1,305,33.3,5.21,,,,,,,,
ACBD6,Q9BR61,Acyl-CoA-binding domain-containing protein 6 OS=Homo sapiens GN=ACBD6 PE=1 SV=1 - [ACBD6_HUMAN],4.26,1,1,1,2,27.31,4.26,1,1,2.62,4.26,1,1,282,31.1,5.11,,,,,,,,
ARG2,P78540,"Arginase-2, mitochondrial OS=Homo sapiens GN=ARG2 PE=1 SV=1 - [ARGI2_HUMAN]",4.24,1,1,1,2,74.64,4.24,1,1,4,4.24,1,1,354,38.6,6.47,,,,,,,,
TOR1AIP1,Q5JTV8-2,Isoform 2 of Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 - [TOIP1_HUMAN],4.23,3,1,1,2,20.02,4.23,1,1,0,4.23,1,1,378,43,7.2,,,,,,,,
EEFSEC,C9J8T0,Selenocysteine-specific elongation factor OS=Homo sapiens GN=EEFSEC PE=2 SV=1 - [C9J8T0_HUMAN],4.13,2,1,1,2,36.61,4.13,1,1,3.23,4.13,1,1,436,47.8,7.87,,,,,,,,
P4HA2,O15460-2,Isoform IIa of Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens GN=P4HA2 - [P4HA2_HUMAN],4.13,2,1,1,2,25.84,4.13,1,1,3.07,4.13,1,1,533,60.6,5.71,,,,,,,,
UBXN4,Q92575,UBX domain-containing protein 4 OS=Homo sapiens GN=UBXN4 PE=1 SV=2 - [UBXN4_HUMAN],4.13,1,1,1,2,89.85,4.13,1,1,4.63,4.13,1,1,508,56.7,6.38,,,,,,,,
MEMO1,F8WCZ0,Protein MEMO1 OS=Homo sapiens GN=MEMO1 PE=2 SV=1 - [F8WCZ0_HUMAN],4.12,4,1,1,2,27.11,4.12,1,1,1.9,4.12,1,1,170,19.3,8.07,,,,,,,,
LPHN1,K7ERC3,Latrophilin-1 (Fragment) OS=Homo sapiens GN=LPHN1 PE=4 SV=1 - [K7ERC3_HUMAN],4.12,4,1,1,2,32.82,4.12,1,1,2.41,4.12,1,1,243,25.8,5.16,,,,,,,,
TMEM178B,H3BS89,Transmembrane protein 178B OS=Homo sapiens GN=TMEM178B PE=2 SV=1 - [T178B_HUMAN],4.08,1,1,1,2,54.92,4.08,1,1,3,4.08,1,1,294,33.4,9.25,,,,,,,,
RBMS1,E7ETU5,"RNA-binding motif, single-stranded-interacting protein 1 OS=Homo sapiens GN=RBMS1 PE=4 SV=1 - [E7ETU5_HUMAN]",4.05,4,1,1,2,22.74,4.05,1,1,2.13,4.05,1,1,370,40.1,8.12,,,,,,,,
ACAD9,Q9H845,"Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Homo sapiens GN=ACAD9 PE=1 SV=1 - [ACAD9_HUMAN]",4.03,1,1,1,2,37.2,4.03,1,1,3.58,4.03,1,1,621,68.7,7.96,,,,,,,,
ETNK1,H0YH69,Ethanolamine kinase 1 (Fragment) OS=Homo sapiens GN=ETNK1 PE=4 SV=1 - [H0YH69_HUMAN],4,2,1,1,2,25.25,4,1,1,3.57,4,1,1,425,47.7,6.06,,,,,,,,
GJA1,P17302,Gap junction alpha-1 protein OS=Homo sapiens GN=GJA1 PE=1 SV=2 - [CXA1_HUMAN],3.93,1,1,1,2,33.39,3.93,1,1,2.86,3.93,1,1,382,43,8.76,,,,,,,,
CCDC50,Q8IVM0,Coiled-coil domain-containing protein 50 OS=Homo sapiens GN=CCDC50 PE=1 SV=1 - [CCD50_HUMAN],3.92,2,1,1,2,42.03,3.92,1,1,2.99,3.92,1,1,306,35.8,6.65,,,,,,,,
MINPP1,Q9UNW1-3,Isoform 3 of Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens GN=MINPP1 - [MINP1_HUMAN],3.87,3,1,1,2,27.94,3.87,1,1,1.9,3.87,1,1,284,31.5,8.92,,,,,,,,
DNAJC16,Q9Y2G8-2,Isoform 2 of DnaJ homolog subfamily C member 16 OS=Homo sapiens GN=DNAJC16 - [DJC16_HUMAN],3.83,4,1,1,2,53.87,3.83,1,1,2.79,3.83,1,1,470,54,7.03,,,,,,,,
MSTO1,B4DF47,Protein misato homolog 1 OS=Homo sapiens GN=MSTO1 PE=2 SV=1 - [B4DF47_HUMAN],3.81,6,1,1,2,41.66,3.81,1,1,2.4,3.81,1,1,315,34.7,6.65,,,,,,,,
