Fetal Human Brain Synapse Proteomics Screen,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Symbol,Accession,Description,ΣCoverage,Σ# Proteins,Σ# Unique Peptides,Σ# Peptides,Σ# PSMs,Score A2,Coverage A2,# Peptides A2,# PSM A2,Score A4,Coverage A4,# Peptides A4,# PSM A4,# AAs,MW [kDa],calc. pI,,,,,,,,
ZBTB18,Q99592,Zinc finger and BTB domain-containing protein 18 OS=Homo sapiens GN=ZBTB18 PE=1 SV=1 - [ZBT18_HUMAN],4.6,2,1,1,2,23.66,4.6,1,1,2.04,4.6,1,1,522,58.3,5.69,,,,,,,,
COPS8,Q99627-2,Isoform 2 of COP9 signalosome complex subunit 8 OS=Homo sapiens GN=COPS8 - [CSN8_HUMAN],9.38,4,1,1,2,41.56,9.38,1,1,0,9.38,1,1,160,17.9,7.25,,,,,,,,
FAM213A,Q9BRX8-2,Isoform 2 of Redox-regulatory protein FAM213A OS=Homo sapiens GN=FAM213A - [F213A_HUMAN],8.26,2,1,1,2,28.51,8.26,1,1,0,8.26,1,1,218,24.4,9.01,,,,,,,,
ESYT1,Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1 - [ESYT1_HUMAN],1.18,2,1,1,2,53.65,1.18,1,1,2.06,1.18,1,1,1104,122.8,5.83,,,,,,,,
SYT11,Q9BT88,Synaptotagmin-11 OS=Homo sapiens GN=SYT11 PE=1 SV=2 - [SYT11_HUMAN],3.25,1,1,1,2,70.03,3.25,1,1,2.08,3.25,1,1,431,48.3,9.04,,,,,,,,
LRRC40,Q9H9A6,Leucine-rich repeat-containing protein 40 OS=Homo sapiens GN=LRRC40 PE=1 SV=1 - [LRC40_HUMAN],1.66,1,1,1,2,40.27,1.66,1,1,0,1.66,1,1,602,68.2,6.43,,,,,,,,
PDF,Q9HBH1,"Peptide deformylase, mitochondrial OS=Homo sapiens GN=PDF PE=1 SV=1 - [DEFM_HUMAN]",5.35,1,1,1,2,23.8,5.35,1,1,0,5.35,1,1,243,27,9.16,,,,,,,,
PALMD,Q9NP74-3,Isoform 3 of Palmdelphin OS=Homo sapiens GN=PALMD - [PALMD_HUMAN],3.19,3,1,1,2,0,3.19,1,1,0,3.19,1,1,376,41.9,5.3,,,,,,,,
FZD3,Q9NPG1,Frizzled-3 OS=Homo sapiens GN=FZD3 PE=1 SV=1 - [FZD3_HUMAN],3.3,1,1,1,2,0,3.3,1,1,0,3.3,1,1,666,76.2,7.74,,,,,,,,
CCDC177,Q9NQR7,Coiled-coil domain-containing protein 177 OS=Homo sapiens GN=CCDC177 PE=2 SV=3 - [CC177_HUMAN],1.7,1,1,1,2,24.62,1.7,1,1,0,1.7,1,1,707,79.7,10.74,,,,,,,,
LANCL2,Q9NS86,LanC-like protein 2 OS=Homo sapiens GN=LANCL2 PE=1 SV=1 - [LANC2_HUMAN],3.78,1,1,1,2,38.34,3.78,1,1,1.67,3.78,1,1,450,50.8,7.43,,,,,,,,
EXOC1,Q9NV70-2,Isoform 2 of Exocyst complex component 1 OS=Homo sapiens GN=EXOC1 - [EXOC1_HUMAN],1.25,2,1,1,2,40.73,1.25,1,1,0,1.25,1,1,879,100.2,6.6,,,,,,,,
FAM49B,Q9NW21,Protein FAM49B OS=Homo sapiens GN=FAM49B PE=2 SV=1 - [Q9NW21_HUMAN],10.11,2,1,1,2,26.35,10.11,1,1,0,10.11,1,1,178,20.2,7.8,,,,,,,,
FAM120C,Q9NX05-2,Isoform 2 of Constitutive coactivator of PPAR-gamma-like protein 2 OS=Homo sapiens GN=FAM120C - [F120C_HUMAN],4.62,3,1,1,2,38.35,4.62,1,1,0,4.62,1,1,238,25.5,9.86,,,,,,,,
TEX10,Q9NXF1-2,Isoform 2 of Testis-expressed sequence 10 protein OS=Homo sapiens GN=TEX10 - [TEX10_HUMAN],1.97,2,1,1,2,31.39,1.97,1,1,2.12,1.97,1,1,913,103.8,9.36,,,,,,,,
CELSR3,Q9NYQ7,Cadherin EGF LAG seven-pass G-type receptor 3 OS=Homo sapiens GN=CELSR3 PE=1 SV=2 - [CELR3_HUMAN],0.48,2,1,1,2,57.22,0.48,1,1,2.13,0.48,1,1,3312,358,6.68,,,,,,,,
UGGT1,Q9NYU2-2,Isoform 2 of UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 - [UGGG1_HUMAN],0.98,2,1,1,2,31.62,0.98,1,1,0,0.98,1,1,1531,174.9,5.6,,,,,,,,
ANKIB1,Q9P2G1,Ankyrin repeat and IBR domain-containing protein 1 OS=Homo sapiens GN=ANKIB1 PE=1 SV=3 - [AKIB1_HUMAN],2.02,1,1,1,2,0,2.02,1,1,0,2.02,1,1,1089,121.9,5.11,,,,,,,,
EIF2B4,Q9UI10-3,Isoform 3 of Translation initiation factor eIF-2B subunit delta OS=Homo sapiens GN=EIF2B4 - [EI2BD_HUMAN],2.11,4,1,1,2,20.04,2.11,1,1,1.81,2.11,1,1,522,57.4,9.38,,,,,,,,
RABGEF1,Q9UJ41-2,Isoform 2 of Rab5 GDP/GTP exchange factor OS=Homo sapiens GN=RABGEF1 - [RABX5_HUMAN],2.24,6,1,1,2,0,2.24,1,1,1.67,2.24,1,1,491,56.9,7.02,,,,,,,,
DDX19B,Q9UMR2-2,Isoform 2 of ATP-dependent RNA helicase DDX19B OS=Homo sapiens GN=DDX19B - [DD19B_HUMAN],2.23,9,1,1,2,0,2.23,1,1,0,2.23,1,1,448,50.5,6.14,,,,,,,,
PCDHA7,Q9UN72-2,Isoform 2 of Protocadherin alpha-7 OS=Homo sapiens GN=PCDHA7 - [PCDA7_HUMAN],1.52,25,1,1,2,28.45,1.52,1,1,1.72,1.52,1,1,789,84.8,5,,,,,,,,
NOVA2,Q9UNW9,RNA-binding protein Nova-2 OS=Homo sapiens GN=NOVA2 PE=1 SV=1 - [NOVA2_HUMAN],4.27,1,1,1,2,0,4.27,1,1,0,4.27,1,1,492,49,8.16,,,,,,,,
SMC3,Q9UQE7,Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2 - [SMC3_HUMAN],0.9,1,1,1,2,22.54,0.9,1,1,2.08,0.9,1,1,1217,141.5,7.18,,,,,,,,
RABGAP1,Q9Y3P9-4,Isoform 4 of Rab GTPase-activating protein 1 OS=Homo sapiens GN=RABGAP1 - [RBGP1_HUMAN],4.91,4,1,1,2,27.53,4.91,1,1,1.67,4.91,1,1,265,28.7,4.6,,,,,,,,
ISYNA1,B7Z3K3,Inositol-3-phosphate synthase 1 OS=Homo sapiens GN=ISYNA1 PE=2 SV=1 - [B7Z3K3_HUMAN],12.64,7,2,2,2,,,,,0,12.64,2,2,356,38.8,5.4,,,,,,,,
LARP1,E5RH50,La-related protein 1 (Fragment) OS=Homo sapiens GN=LARP1 PE=2 SV=1 - [E5RH50_HUMAN],4.58,5,2,2,2,,,,,1.79,4.58,2,2,611,69.9,6.6,,,,,,,,
PCM1,E7EV56,Methyl-CpG-binding domain protein 1 OS=Homo sapiens GN=PCM1 PE=2 SV=1 - [E7EV56_HUMAN],1.94,6,2,2,2,,,,,0,1.94,2,2,1860,210,5,,,,,,,,
MGEA5,E9PGF9,Bifunctional protein NCOAT OS=Homo sapiens GN=MGEA5 PE=2 SV=1 - [E9PGF9_HUMAN],2.55,2,1,1,2,,,,,0,2.55,1,2,863,96.9,5.02,,,,,,,,
RNF214,E9PN76,RING finger protein 214 OS=Homo sapiens GN=RNF214 PE=2 SV=1 - [E9PN76_HUMAN],5.26,3,1,1,2,,,,,0,5.26,1,2,513,57.5,7.64,,,,,,,,
FAT3,G5EA25,"HCG21202, isoform CRA_a OS=Homo sapiens GN=FAT3 PE=4 SV=1 - [G5EA25_HUMAN]",1.91,4,1,1,2,,,,,3.87,1.91,1,2,892,97.7,5.31,,,,,,,,
USP7,H3BND8,Ubiquitin carboxyl-terminal hydrolase (Fragment) OS=Homo sapiens GN=USP7 PE=2 SV=1 - [H3BND8_HUMAN],2.2,4,1,1,2,,,,,0,2.2,1,2,909,105.5,5.58,,,,,,,,
TRA2B,H7BXF3,Transformer-2 protein homolog beta (Fragment) OS=Homo sapiens GN=TRA2B PE=4 SV=1 - [H7BXF3_HUMAN],24.41,4,2,2,2,,,,,0,24.41,2,2,127,15.2,10.2,,,,,,,,
PSMD8,K7EJC1,26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens GN=PSMD8 PE=4 SV=1 - [K7EJC1_HUMAN],4.65,4,1,1,2,,,,,1.63,4.65,1,2,172,19.8,6.93,,,,,,,,
FBLN1,P23142-4,Isoform C of Fibulin-1 OS=Homo sapiens GN=FBLN1 - [FBLN1_HUMAN],2.93,2,1,1,2,,,,,0,2.93,1,2,683,74.4,5.24,,,,,,,,
ALDH7A1,P49419-3,Isoform 3 of Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens GN=ALDH7A1 - [AL7A1_HUMAN],4.9,3,1,1,2,,,,,0,4.9,1,2,347,37.4,8.87,,,,,,,,
HCFC1,P51610-2,Isoform 2 of Host cell factor 1 OS=Homo sapiens GN=HCFC1 - [HCFC1_HUMAN],2.29,5,2,2,2,,,,,0,2.29,2,2,1966,201.7,7.46,,,,,,,,
RALGAPA1,Q6GYQ0-4,Isoform 4 of Ral GTPase-activating protein subunit alpha-1 OS=Homo sapiens GN=RALGAPA1 - [RGPA1_HUMAN],1.58,9,2,2,2,,,,,2.28,1.58,2,2,1961,221,6.14,,,,,,,,
GDAP1,Q8TB36-2,Isoform 2 of Ganglioside-induced differentiation-associated protein 1 OS=Homo sapiens GN=GDAP1 - [GDAP1_HUMAN],5.17,2,1,1,2,,,,,1.82,5.17,1,2,290,33.5,8.98,,,,,,,,
BICD2,Q8TD16,Protein bicaudal D homolog 2 OS=Homo sapiens GN=BICD2 PE=1 SV=1 - [BICD2_HUMAN],1.94,2,1,1,2,,,,,0,1.94,1,2,824,93.5,5.44,,,,,,,,
TTN,Q8WZ42-5,Isoform 5 of Titin OS=Homo sapiens GN=TTN - [TITIN_HUMAN],0.04,13,2,2,2,,,,,0,0.04,2,2,32900,3650.8,6.46,,,,,,,,
PANX1,Q96RD7-2,Isoform 2 of Pannexin-1 OS=Homo sapiens GN=PANX1 - [PANX1_HUMAN],3.32,2,1,1,2,,,,,0,3.32,1,2,422,47.6,6.01,,,,,,,,
EHD1,Q9H4M9,EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=2 - [EHD1_HUMAN],5.99,7,2,2,2,,,,,0,5.99,2,2,534,60.6,6.83,,,,,,,,
NRBP1,Q9UHY1,Nuclear receptor-binding protein OS=Homo sapiens GN=NRBP1 PE=1 SV=1 - [NRBP_HUMAN],5.79,3,2,2,2,,,,,0,5.79,2,2,535,59.8,5.08,,,,,,,,
SRSF10,R4GMP8,Serine/arginine-rich-splicing factor 10 OS=Homo sapiens GN=SRSF10 PE=4 SV=1 - [R4GMP8_HUMAN],30,9,1,1,2,,,,,0,30,1,2,40,4.6,5.11,,,,,,,,
SF3B1,O75533,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3 - [SF3B1_HUMAN],1.23,1,1,1,1,28.15,1.23,1,1,,,,,1304,145.7,7.09,,,,,,,,
GSTP1,A8MX94,Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=2 SV=1 - [A8MX94_HUMAN],6.32,2,1,1,1,55.71,6.32,1,1,,,,,174,19.5,5.97,,,,,,,,
GART,B4DJ93,Phosphoribosylformylglycinamidine cyclo-ligase OS=Homo sapiens GN=GART PE=2 SV=1 - [B4DJ93_HUMAN],3.38,2,1,1,1,29.72,3.38,1,1,,,,,562,60.2,6.76,,,,,,,,
AGK,E9PC15,"Acylglycerol kinase, mitochondrial OS=Homo sapiens GN=AGK PE=2 SV=1 - [E9PC15_HUMAN]",6.35,2,1,1,1,0,6.35,1,1,,,,,394,43.8,6.34,,,,,,,,
CSTF2,E9PID8,Cleavage stimulation factor subunit 2 OS=Homo sapiens GN=CSTF2 PE=2 SV=1 - [E9PID8_HUMAN],2.51,5,1,1,1,24.02,2.51,1,1,,,,,438,46.6,8.03,,,,,,,,
KMT2A,E9PR05,Histone-lysine N-methyltransferase MLL (Fragment) OS=Homo sapiens GN=KMT2A PE=2 SV=2 - [E9PR05_HUMAN],1.6,4,1,1,1,0,1.6,1,1,,,,,1439,155.4,10.36,,,,,,,,
HMP19,G3XAM5,"HMP19 protein, isoform CRA_c OS=Homo sapiens GN=HMP19 PE=4 SV=1 - [G3XAM5_HUMAN]",34.04,5,1,1,1,22,34.04,1,1,,,,,94,10.5,8.66,,,,,,,,
P2RX2,H0YF94,P2X purinoceptor 2 (Fragment) OS=Homo sapiens GN=P2RX2 PE=4 SV=1 - [H0YF94_HUMAN],13.1,6,1,1,1,20.32,13.1,1,1,,,,,168,18.3,6.99,,,,,,,,
MAN1B1,H0YGQ1,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (Fragment) OS=Homo sapiens GN=MAN1B1 PE=4 SV=1 - [H0YGQ1_HUMAN]",11.54,4,1,1,1,29.64,11.54,1,1,,,,,182,20.9,9.36,,,,,,,,
SCYL2,H0YIK6,SCY1-like protein 2 (Fragment) OS=Homo sapiens GN=SCYL2 PE=4 SV=1 - [H0YIK6_HUMAN],9.57,3,1,1,1,27.63,9.57,1,1,,,,,115,13,5.15,,,,,,,,
HSDL1,H3BQI7,Inactive hydroxysteroid dehydrogenase-like protein 1 (Fragment) OS=Homo sapiens GN=HSDL1 PE=2 SV=1 - [H3BQI7_HUMAN],12.04,4,1,1,1,0,12.04,1,1,,,,,108,12.1,8.63,,,,,,,,
ATG9A,H7C1G6,Autophagy-related protein 9A (Fragment) OS=Homo sapiens GN=ATG9A PE=2 SV=1 - [H7C1G6_HUMAN],7.79,3,1,1,1,24.84,7.79,1,1,,,,,244,26.7,6.8,,,,,,,,
PELP1,I3L4P1,"Proline-, glutamic acid- and leucine-rich protein 1 (Fragment) OS=Homo sapiens GN=PELP1 PE=2 SV=1 - [I3L4P1_HUMAN]",8,8,1,1,1,32.48,8,1,1,,,,,100,11,8.09,,,,,,,,
RPL17,J3KSJ0,60S ribosomal protein L17 (Fragment) OS=Homo sapiens GN=RPL17 PE=3 SV=1 - [J3KSJ0_HUMAN],21.43,7,1,1,1,0,21.43,1,1,,,,,56,6.5,10.35,,,,,,,,
PSMB3,J3QKR3,Proteasome subunit beta type-3 (Fragment) OS=Homo sapiens GN=PSMB3 PE=3 SV=1 - [J3QKR3_HUMAN],11.03,2,1,1,1,22.66,11.03,1,1,,,,,145,16.2,8.43,,,,,,,,
LONP1,K7EJE8,"Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=3 SV=1 - [K7EJE8_HUMAN]",1.21,4,1,1,1,0,1.21,1,1,,,,,829,93.2,6.49,,,,,,,,
SHKBP1,M0QZE8,SH3KBP1-binding protein 1 (Fragment) OS=Homo sapiens GN=SHKBP1 PE=4 SV=1 - [M0QZE8_HUMAN],14.63,1,1,1,1,22.03,14.63,1,1,,,,,164,17.1,8.54,,,,,,,,
AFP,P02771,Alpha-fetoprotein OS=Homo sapiens GN=AFP PE=1 SV=1 - [FETA_HUMAN],3.61,2,1,1,1,22.88,3.61,1,1,,,,,609,68.6,5.68,,,,,,,,
WT1,P19544-8,Isoform 8 of Wilms tumor protein OS=Homo sapiens GN=WT1 - [WT1_HUMAN],7.52,2,1,1,1,17.9,7.52,1,1,,,,,505,55.2,8.82,,,,,,,,
PSMB1,P20618,Proteasome subunit beta type-1 OS=Homo sapiens GN=PSMB1 PE=1 SV=2 - [PSB1_HUMAN],8.3,1,1,1,1,25.52,8.3,1,1,,,,,241,26.5,8.13,,,,,,,,
TMED10,P49755,Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2 - [TMEDA_HUMAN],4.11,1,1,1,1,23.04,4.11,1,1,,,,,219,25,7.44,,,,,,,,
KIF1A,Q12756,Kinesin-like protein KIF1A OS=Homo sapiens GN=KIF1A PE=1 SV=2 - [KIF1A_HUMAN],0.59,3,1,1,1,25.93,0.59,1,1,,,,,1690,190.9,6.21,,,,,,,,
SLMAP,Q14BN4-7,Isoform 7 of Sarcolemmal membrane-associated protein OS=Homo sapiens GN=SLMAP - [SLMAP_HUMAN],1.4,5,1,1,1,0,1.4,1,1,,,,,428,49.1,6.37,,,,,,,,
FNBP1L,Q5T0N5-3,Isoform 3 of Formin-binding protein 1-like OS=Homo sapiens GN=FNBP1L - [FBP1L_HUMAN],1.65,6,1,1,1,26.31,1.65,1,1,,,,,547,63.5,6.19,,,,,,,,
DKFZp779C2259,Q7Z674,"Fasciculation and elongation protein zeta 2 (Zygin II), isoform CRA_d OS=Homo sapiens GN=DKFZp779C2259 PE=2 SV=1 - [Q7Z674_HUMAN]",6.59,5,1,1,1,0,6.59,1,1,,,,,182,20.9,5.26,,,,,,,,
SYNE2,Q8WXH0-9,Isoform 9 of Nesprin-2 OS=Homo sapiens GN=SYNE2 - [SYNE2_HUMAN],3.75,5,1,1,1,0,3.75,1,1,,,,,267,30.3,6.99,,,,,,,,
UPF3A,Q9H1J1-2,Isoform 2 of Regulator of nonsense transcripts 3A OS=Homo sapiens GN=UPF3A - [REN3A_HUMAN],2.26,2,1,1,1,22.01,2.26,1,1,,,,,443,51,8.84,,,,,,,,
STK17A,Q9UEE5,Serine/threonine-protein kinase 17A OS=Homo sapiens GN=STK17A PE=1 SV=2 - [ST17A_HUMAN],6.28,1,1,1,1,23.41,6.28,1,1,,,,,414,46.5,5.15,,,,,,,,
RGS17,Q9UGC6,Regulator of G-protein signaling 17 OS=Homo sapiens GN=RGS17 PE=1 SV=2 - [RGS17_HUMAN],3.81,1,1,1,1,36.69,3.81,1,1,,,,,210,24.3,5.71,,,,,,,,
RPS26,P62854,40S ribosomal protein S26 OS=Homo sapiens GN=RPS26 PE=1 SV=3 - [RS26_HUMAN],13.04,2,1,1,1,,,,,0,13.04,1,1,115,13,11,,,,,,,,
MRPL37,A6NHR2,"39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=2 SV=2 - [A6NHR2_HUMAN]",6.16,2,1,1,1,,,,,0,6.16,1,1,292,32.5,9.36,,,,,,,,
C3orf70,A6NLC5,UPF0524 protein C3orf70 OS=Homo sapiens GN=C3orf70 PE=2 SV=1 - [CC070_HUMAN],8.8,1,1,1,1,,,,,0,8.8,1,1,250,27.8,4.96,,,,,,,,
NR0B1,A6NNU8,Nuclear receptor subfamily 0 group B member 1 OS=Homo sapiens GN=NR0B1 PE=2 SV=1 - [A6NNU8_HUMAN],15.24,3,1,1,1,,,,,0,15.24,1,1,105,11.8,8.31,,,,,,,,
RBFOX2,B0QYY6,RNA-binding protein fox-1 homolog 2 (Fragment) OS=Homo sapiens GN=RBFOX2 PE=2 SV=1 - [B0QYY6_HUMAN],7.81,30,1,1,1,,,,,0,7.81,1,1,128,14,5.36,,,,,,,,
FDFT1,B3KQ95,Squalene synthase OS=Homo sapiens GN=FDFT1 PE=2 SV=1 - [B3KQ95_HUMAN],3.92,6,1,1,1,,,,,0,3.92,1,1,306,35.1,5.85,,,,,,,,
SEC14L4,B3KSF0,"SEC14-like 4 (S. cerevisiae), isoform CRA_b OS=Homo sapiens GN=SEC14L4 PE=2 SV=1 - [B3KSF0_HUMAN]",5,4,1,1,1,,,,,0,5,1,1,360,41,8.34,,,,,,,,
PABPN1,B4DEH8,Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 PE=2 SV=1 - [B4DEH8_HUMAN],7.74,8,1,1,1,,,,,0,7.74,1,1,168,19,9.23,,,,,,,,
MAT2A,B4DN45,S-adenosylmethionine synthase OS=Homo sapiens GN=MAT2A PE=2 SV=1 - [B4DN45_HUMAN],5.02,2,1,1,1,,,,,0,5.02,1,1,299,32.9,7.25,,,,,,,,
NAA40,B4DR03,N-alpha-acetyltransferase 40 OS=Homo sapiens GN=NAA40 PE=2 SV=1 - [B4DR03_HUMAN],6.02,2,1,1,1,,,,,0,6.02,1,1,216,24.7,6.15,,,,,,,,
TTLL9,B4DZ96,Probable tubulin polyglutamylase TTLL9 OS=Homo sapiens GN=TTLL9 PE=2 SV=1 - [B4DZ96_HUMAN],5.02,3,1,1,1,,,,,0,5.02,1,1,279,33.2,9.88,,,,,,,,
RAF1,B4E0X2,RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens GN=RAF1 PE=2 SV=1 - [B4E0X2_HUMAN],4.23,3,1,1,1,,,,,0,4.23,1,1,567,64,9.13,,,,,,,,
MED25,B9TX30,Mediator complex subunit MED25 variant MED25_i3 OS=Homo sapiens GN=MED25 PE=2 SV=1 - [B9TX30_HUMAN],3.37,6,1,1,1,,,,,2.07,3.37,1,1,534,55.4,9.35,,,,,,,,
RPL32,D3YTB1,60S ribosomal protein L32 (Fragment) OS=Homo sapiens GN=RPL32 PE=2 SV=1 - [D3YTB1_HUMAN],9.77,3,1,1,1,,,,,0,9.77,1,1,133,15.6,11.44,,,,,,,,
BCL11B,D3YTK1,B-cell lymphoma/leukemia 11B OS=Homo sapiens GN=BCL11B PE=2 SV=1 - [D3YTK1_HUMAN],2.14,3,1,1,1,,,,,0,2.14,1,1,700,75.3,7.58,,,,,,,,
ISL1,D6RAK3,Insulin gene enhancer protein ISL-1 (Fragment) OS=Homo sapiens GN=ISL1 PE=2 SV=2 - [D6RAK3_HUMAN],10,4,1,1,1,,,,,2.62,10,1,1,260,29.4,8.75,,,,,,,,
TTC37,D6RCE2,Tetratricopeptide repeat protein 37 (Fragment) OS=Homo sapiens GN=TTC37 PE=2 SV=1 - [D6RCE2_HUMAN],3.44,2,1,1,1,,,,,0,3.44,1,1,611,69.4,6.71,,,,,,,,
OCIAD1,D6RI08,OCIA domain-containing protein 1 (Fragment) OS=Homo sapiens GN=OCIAD1 PE=2 SV=1 - [D6RI08_HUMAN],11.65,12,1,1,1,,,,,0,11.65,1,1,103,11.2,9.55,,,,,,,,
ARFGEF1,E5RHL7,Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens GN=ARFGEF1 PE=2 SV=1 - [E5RHL7_HUMAN],1.57,3,1,1,1,,,,,0,1.57,1,1,702,80.5,7.25,,,,,,,,
G3BP1,E5RIZ6,Ras GTPase-activating protein-binding protein 1 (Fragment) OS=Homo sapiens GN=G3BP1 PE=2 SV=1 - [E5RIZ6_HUMAN],6.08,2,1,1,1,,,,,0,6.08,1,1,148,17,9,,,,,,,,
DIAPH1,E7EMV0,Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1 PE=2 SV=1 - [E7EMV0_HUMAN],1.62,10,1,1,1,,,,,2.37,1.62,1,1,863,94.5,5.38,,,,,,,,
PHF3,E7ER40,PHD finger protein 3 (Fragment) OS=Homo sapiens GN=PHF3 PE=2 SV=1 - [E7ER40_HUMAN],1.16,4,1,1,1,,,,,0,1.16,1,1,861,96.6,6.28,,,,,,,,
DKK3.00,E7EUD0,Dickkopf-related protein 3 OS=Homo sapiens GN=DKK3 PE=2 SV=2 - [E7EUD0_HUMAN],7.14,3,1,1,1,,,,,0,7.14,1,1,322,35.3,4.64,,,,,,,,
SLC5A6,E7EW41,Sodium-dependent multivitamin transporter (Fragment) OS=Homo sapiens GN=SLC5A6 PE=2 SV=1 - [E7EW41_HUMAN],17.95,1,1,1,1,,,,,0,17.95,1,1,78,8.2,8.03,,,,,,,,
PCDH19,E9PAM6,Protocadherin-19 OS=Homo sapiens GN=PCDH19 PE=2 SV=1 - [E9PAM6_HUMAN],2,3,1,1,1,,,,,0,2,1,1,1100,120.9,5.26,,,,,,,,
NLN,E9PCB6,"Neurolysin, mitochondrial OS=Homo sapiens GN=NLN PE=2 SV=1 - [E9PCB6_HUMAN]",2,2,1,1,1,,,,,0,2,1,1,600,68.8,6.46,,,,,,,,
SSB,E9PFL9,Lupus La protein OS=Homo sapiens GN=SSB PE=2 SV=1 - [E9PFL9_HUMAN],11.94,3,1,1,1,,,,,0,11.94,1,1,134,15.5,6.19,,,,,,,,
NDUFB9,E9PH64,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens GN=NDUFB9 PE=2 SV=1 - [E9PH64_HUMAN],11.31,4,1,1,1,,,,,0,11.31,1,1,168,20.4,7.88,,,,,,,,
ABCC12,E9PHY2,Multidrug resistance-associated protein 9 (Fragment) OS=Homo sapiens GN=ABCC12 PE=2 SV=1 - [E9PHY2_HUMAN],10.38,7,1,1,1,,,,,0,10.38,1,1,106,12,8.82,,,,,,,,
DDX10,E9PIF2,Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens GN=DDX10 PE=2 SV=1 - [E9PIF2_HUMAN],1.56,2,1,1,1,,,,,2.09,1.56,1,1,835,96.4,8.76,,,,,,,,
CTTN,E9PKG3,Src substrate cortactin (Fragment) OS=Homo sapiens GN=CTTN PE=2 SV=1 - [E9PKG3_HUMAN],39.22,6,1,1,1,,,,,0,39.22,1,1,51,5.8,5.31,,,,,,,,
EED,E9PMU3,Polycomb protein EED OS=Homo sapiens GN=EED PE=2 SV=1 - [E9PMU3_HUMAN],20.75,4,1,1,1,,,,,0,20.75,1,1,106,12.4,6.3,,,,,,,,
CHORDC1,E9PSD5,Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens GN=CHORDC1 PE=2 SV=1 - [E9PSD5_HUMAN],24.17,1,1,1,1,,,,,0,24.17,1,1,120,13.7,8.38,,,,,,,,
PSMD5,F2Z3J2,26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens GN=PSMD5 PE=2 SV=1 - [F2Z3J2_HUMAN],20.83,3,1,1,1,,,,,0,20.83,1,1,72,8.2,6.54,,,,,,,,
,F5H086,Uncharacterized protein OS=Homo sapiens PE=2 SV=1 - [F5H086_HUMAN],7.38,2,1,1,1,,,,,0,7.38,1,1,149,16.1,8.32,,,,,,,,
CLIP1,F5H0N7,CAP-Gly domain-containing linker protein 1 OS=Homo sapiens GN=CLIP1 PE=2 SV=1 - [F5H0N7_HUMAN],0.99,4,1,1,1,,,,,0,0.99,1,1,1013,116.2,5.15,,,,,,,,
ZNF84,F5H1B1,Zinc finger protein 84 (Fragment) OS=Homo sapiens GN=ZNF84 PE=2 SV=1 - [F5H1B1_HUMAN],5.51,3,1,1,1,,,,,0,5.51,1,1,236,27.8,5.83,,,,,,,,
PPME1,F5H2D4,Protein phosphatase methylesterase 1 (Fragment) OS=Homo sapiens GN=PPME1 PE=2 SV=1 - [F5H2D4_HUMAN],13.24,3,1,1,1,,,,,0,13.24,1,1,136,14.7,8.24,,,,,,,,
ALDH5A1,F5H328,"Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens GN=ALDH5A1 PE=2 SV=1 - [F5H328_HUMAN]",3.13,4,1,1,1,,,,,0,3.13,1,1,447,48.3,7.08,,,,,,,,
RARS,F5H3T8,"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=2 SV=1 - [F5H3T8_HUMAN]",3.3,3,1,1,1,,,,,0,3.3,1,1,454,52.3,6.64,,,,,,,,
SUGT1,F5H5A9,Suppressor of G2 allele of SKP1 homolog OS=Homo sapiens GN=SUGT1 PE=2 SV=1 - [F5H5A9_HUMAN],5.42,3,1,1,1,,,,,0,5.42,1,1,277,31.7,5.5,,,,,,,,
WBP11,F5H721,WW domain-binding protein 11 OS=Homo sapiens GN=WBP11 PE=2 SV=1 - [F5H721_HUMAN],2.31,2,1,1,1,,,,,0,2.31,1,1,607,66.8,8.07,,,,,,,,
